online_method   cf cf cf cf cf cf cf cf gf gf gf gf gf gf gf gf hy hy hy hy hy hy hy hy
   "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation" "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation" "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation"
strategy AL PN                        
steady 1.0 20.0 0.3563836000000151 14.720876450000784   2.0 3.0 1.5 0.7071067811865476 0.3554820999999038 14.83995919999938   2.0 3.0 1.5 0.7071067811865476 0.354908349999846 14.584743799999849   2.0 3.0 1.5 0.7071067811865476
steady 1.0 21.0 0.3536413499999753 15.129350699999975   2.0 3.0 1.5 0.7071067811865476 0.354115699999852 15.30357180000019   2.0 3.0 1.5 0.5773502691896257 0.3571623000000272 15.0051971   2.0 3.0 1.5 0.7071067811865476
steady 1.0 22.0 0.35390044999996917 15.56378244999976   2.0 3.0 1.5 0.7071067811865476 0.35493585000001815 16.091923099999747   2.0 3.0 1.5 0.5773502691896257 0.354778999999894 15.47052969999994   2.0 3.0 1.5 0.7071067811865476
steady 1.0 23.0 0.3537187999999674 16.24671959999986   2.0 3.0 1.5 0.7071067811865476 0.3548577999999907 16.71496219999904   2.0 3.0 1.5 0.7071067811865476 0.3516492999997354 16.14679730000091   2.0 3.0 1.5 0.5773502691896257
steady 1.0 24.0 0.3508969999999749 16.81747410000025   2.0 3.0 1.5 0.7071067811865476 0.366019649999771 17.566518050000454   2.0 3.0 1.5 0.5773502691896257 0.3559369999999262 16.95202839999945   2.0 3.0 1.5 0.7071067811865476
steady 1.0 25.0 0.448315399999899 17.69222514999882   2.0 4.0 2.0 0.7071067811865476 0.36197934999989917 18.071399249999956   2.0 3.0 1.5 0.7071067811865476 0.3668242000000248 17.57731679999938   2.0 3.0 1.5 0.7071067811865476
steady 1.0 26.0 0.36189839999997275 18.12397555000053   2.0 3.0 1.5 0.7071067811865476 0.3280932999999493 18.56101675000036   2.0 3.0 1.0 0.0 0.3678160999997999 18.16101680000065   2.0 3.0 1.5 0.7071067811865476
steady 1.0 27.0 0.3513877499998159 18.69253694999918   2.0 3.0 1.333333333333333 0.5773502691896257 0.3566140999996605 18.85002020000059   2.0 3.0 1.5 0.7071067811865476 0.3545451999999614 18.67390980000346   2.0 3.0 1.5 0.7071067811865476
steady 1.0 28.0 0.3248456999998552 19.338731100000874   2.0 3.0 1.0 0.0 0.3400407000000314 19.630008749999433   2.0 3.0 1.25 0.3535533905932738 0.3600177000000713 19.34739680000143   2.0 3.0 1.333333333333333 0.5773502691896257
steady 1.0 29.0 0.421721299999831 19.84634710000046   3.0 4.0 1.333333333333333 0.5773502691896257 0.37004504999997323 20.94745139999942   2.0 3.0 1.5 0.0 0.32990025000000855 19.94203875000042   2.0 3.0 1.0 0.0
