 RU IT AL GT ST TT S A 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
20 6 1 1 5.038685 4.444197 9.704578 39 39 3.5118216999999987 0.13937769999999716 0.15075889999999958 0.18378849999999147 0.18968900000000133 0.20218470000001787 0.19911910000000432 0.2660351000000105 0.3286906000000016 0.32268110000001116 0.4007237999999944 0.4654775999999856 0.7067980000000063 1.2629818999999998 1.1329034000000036 0.0 0.0 0.0
21 7 1 3 0.820505 0.7027 1.567759 18 18 0.045719599999998195 0.03453209999999274 0.035724800000011214 0.03968009999998401 0.04062570000002097 0.04203700000000765 0.04435939999997629 0.0460938000000084 0.04847949999999912 0.05184189999999944 0.05489769999999794 0.059934200000000715 0.06504510000000607 0.07777889999999843 0.09527380000000107 0.21055210000000102 0.2662064000000157 0.24728629999999896
22 7 1 2 1.322105 0.633143 2.010501 26 26 0.8544349999999952 0.08560049999998398 0.091770899999986 0.09403299999998183 0.10402359999999078 0.13424739999999247 0.1139338000000123 0.13283719999999732 0.1423174999999901 0.17959469999999556 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
23 7 1 1 5.009477 4.088637 9.314364 39 39 3.456248500000001 0.1475552999999934 0.14616860000000997 0.15019829999999956 0.20380629999999655 0.19544440000001373 0.19555879999998638 0.2993465999999927 0.365173200000001 0.5614249999999998 0.47149249999999654 0.6436858999999799 0.5334371999999803 1.1649897999999723 0.5432255999999995 0.0 0.0 0.0
24 8 1 3 0.852594 0.788345 1.684159 18 18 0.05110479999999029 0.05283299999999258 0.036477800000000116 0.03873819999998318 0.0406762999999728 0.0444717999999682 0.04438740000000507 0.04567259999998896 0.05006190000000288 0.04928940000002058 0.05633890000001429 0.05962490000001708 0.06723269999997683 0.08520370000002231 0.1137772999999811 0.1874791999999843 0.36974630000000275 0.2319231999999829
25 8 1 2 1.304302 0.604408 1.966139 26 26 0.8505337000000281 0.08811129999998002 0.08533669999999915 0.09329830000001493 0.09949689999999123 0.13525000000004184 0.1282942999999932 0.12970289999998386 0.14812409999996135 0.13332769999996685 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
26 8 1 1 5.074139 4.078388 9.370459 39 39 3.499375999999984 0.13967569999999796 0.14823100000000977 0.18181230000001847 0.169506900000016 0.16514889999999127 0.1757043000000067 0.21455939999998463 0.21995879999997214 0.3221121999999923 0.2744961999999873 0.3787996000000078 0.5379110000000082 1.1915601000000038 1.5138855999999805 0.0 0.0 0.0
27 9 1 3 0.8364 0.563858 1.44278 18 18 0.04490350000000376 0.03439829999999233 0.03529109999999491 0.038900100000034854 0.03924720000000548 0.04348300000000904 0.0445938999999953 0.05496189999999501 0.05009809999998538 0.04913430000001995 0.057295399999986785 0.060973899999993364 0.06859039999997663 0.08237109999998893 0.11483549999999809 0.18069899999997574 0.24432530000001407 0.1404105999999956
28 9 1 2 1.326219 0.625097 2.005902 26 26 0.8574333999999908 0.08529760000001829 0.09254949999998985 0.09410400000001573 0.099305199999975 0.11882129999997915 0.1231549999999686 0.1249418000000162 0.15914149999997562 0.17969940000000406 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
29 9 1 1 5.079012 5.73705 11.040781 39 39 3.516715399999981 0.13983989999999835 0.1558382999999992 0.18497350000001234 0.17480449999999337 0.1726186999999868 0.18608670000000416 0.2028137000000072 0.3312364999999886 0.3908321999999771 0.2786787000000004 0.5563584000000219 0.9547292000000027 1.6593096999999943 1.8893262999999934 0.0 0.0 0.0
30 10 1 3 0.833847 0.536851 1.415036 18 18 0.04573390000001609 0.03471690000000649 0.03528450000001726 0.03968850000001112 0.0397304000000247 0.0423793999999873 0.04544850000002043 0.04732780000000503 0.0523482000000115 0.052538999999995895 0.05335700000000543 0.060846800000007306 0.06569039999999404 0.08215830000000324 0.11470919999999296 0.17601170000000366 0.22317580000000703 0.1435857000000169
31 10 1 2 1.315311 0.620726 1.993778 26 26 0.8633356999999933 0.08580099999997515 0.08380829999998696 0.09358960000000138 0.10292179999996165 0.1566998000000126 0.10867920000001163 0.11097809999998276 0.152445900000032 0.16074439999999868 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
32 10 1 1 5.027919 2.97406 8.209749 39 39 3.508442200000019 0.14114739999999415 0.14319419999998217 0.14990130000001045 0.17284080000001723 0.1857141999999783 0.16175920000000588 0.17668909999997595 0.22774220000002288 0.2741441000000293 0.2620236999999861 0.3523562999999683 0.41695699999999647 0.9522577000000183 0.8569717000000026 0.0 0.0 0.0
33 11 1 3 0.842128 0.827976 1.715512 18 18 0.04539000000002602 0.034338499999989835 0.03918120000003 0.043494400000014366 0.040912399999996296 0.043060999999994465 0.04579400000000078 0.04778429999996092 0.04766079999998851 0.05168299999999704 0.05810740000001147 0.06263509999999428 0.07394729999998617 0.09543350000001283 0.11380890000000932 0.21384739999996327 0.32155050000000074 0.2755245999999829
34 11 1 2 1.317362 0.592766 1.966088 26 26 0.8615873999999906 0.0890813000000037 0.08541080000000534 0.0938289999999995 0.09924310000002379 0.12488190000001964 0.1166275000000212 0.1234185999999795 0.14146519999997054 0.15778510000001233 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
35 11 1 1 5.062062 3.449995 8.721135 39 39 3.522111999999993 0.1396662999999876 0.14686140000000591 0.16479030000002126 0.17782550000001152 0.17157649999998625 0.20941930000000752 0.21430899999998587 0.2142930999999919 0.21989420000002724 0.28356820000001903 0.5067654000000061 0.3892123000000254 0.9122802999999919 1.2188731000000246 0.0 0.0 0.0
36 12 1 3 0.830841 0.682013 1.556427 18 18 0.044577900000007276 0.03441429999998036 0.036101700000017445 0.03898139999998307 0.04031409999998914 0.04384690000000546 0.04426690000002509 0.04659129999998868 0.048544899999996005 0.050553100000001905 0.05884059999999636 0.05999170000001186 0.06885940000000801 0.08393219999996404 0.10464550000000372 0.20860239999998953 0.2905009999999777 0.19061169999997674
37 12 1 2 1.307798 0.616218 1.98217 26 26 0.8515845000000013 0.08616980000002172 0.08528780000000324 0.09577490000000921 0.12267749999998045 0.11230359999998996 0.10853800000001002 0.11745940000000132 0.1494160000000022 0.17607509999999138 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
38 12 1 1 5.019148 4.203069 9.43937 39 39 3.472327699999994 0.1386143000000004 0.14520309999997494 0.1962502000000086 0.21128639999997745 0.24986610000001974 0.1879873000000032 0.23763980000001084 0.2458985000000098 0.261898599999995 0.3404480000000376 0.4417993999999794 0.6884254999999939 0.9588472000000081 1.425711299999989 0.0 0.0 0.0
39 13 1 3 0.825546 0.732604 1.601461 18 18 0.04560269999998923 0.03500780000001669 0.03548509999998828 0.039812200000000075 0.04023950000001264 0.04325630000002434 0.04580510000002391 0.04632499999999595 0.04960670000002665 0.051953300000008085 0.055815800000004856 0.06206460000004199 0.0661907999999869 0.08864619999997103 0.10966290000001777 0.21132090000003245 0.366787899999963 0.14778540000000362
40 13 1 2 1.321916 0.577501 1.956868 26 26 0.8609939000000111 0.08528189999998403 0.08534510000001205 0.09607530000002384 0.1107868999999937 0.11080040000001645 0.10853180000000862 0.11373890000001552 0.13800239999997643 0.17324769999999035 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
41 13 1 1 4.99656 3.134129 8.341633 39 39 3.4611453999999924 0.15628860000001055 0.1453495000000089 0.14980339999999615 0.1803500999999983 0.1857578999999987 0.1887715999999955 0.24648360000003322 0.25049789999999916 0.3864820000000009 0.32298370000000887 0.2631518999999969 0.46522719999998685 0.7130706000000089 0.9956541999999899 0.0 0.0 0.0
42 14 1 3 0.828097 0.616725 1.487082 18 18 0.04500179999999432 0.03437669999999571 0.03617909999996982 0.039128799999986086 0.04000550000000658 0.043173700000011195 0.04417240000000788 0.04697139999998967 0.04748900000001299 0.05089830000000006 0.05497429999999781 0.06053779999999165 0.07171480000002362 0.0825418999999954 0.11062419999998951 0.1726643000000081 0.2685960000000023 0.17976260000000366
43 14 1 2 1.324518 0.588223 1.968867 26 26 0.8624080999999819 0.0910156999999856 0.08384560000001784 0.09324300000000108 0.10341730000001803 0.11241019999999935 0.11544129999998631 0.12466609999998468 0.1513719000000151 0.15801510000000007 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
44 14 1 1 5.079472 2.965288 8.256106 39 39 3.511773500000004 0.13776849999999286 0.14718620000002147 0.1622064000000023 0.18445340000002375 0.16977969999999232 0.16602649999998675 0.20436860000000934 0.20252840000003403 0.26447899999996594 0.2725582999999858 0.4073740999999984 0.45589839999999526 0.7140061000000344 1.0253093999999976 0.0 0.0 0.0
45 15 1 3 0.822831 0.67498 1.540854 18 18 0.04496250000002533 0.034179399999999305 0.0355264999999747 0.03933449999999539 0.040357499999998936 0.043114699999989625 0.045764200000007804 0.04623280000001273 0.047880600000041795 0.05160800000001586 0.05174660000000131 0.05737179999999853 0.06770190000000298 0.08123849999998356 0.10272770000000264 0.20888909999999328 0.29996619999997165 0.1820793999999637
46 15 1 2 1.314139 0.610687 1.981016 26 26 0.8632579000000078 0.08451709999999935 0.08592120000002978 0.09362870000001067 0.10187679999998522 0.1474187000000029 0.10872179999998366 0.1207371000000137 0.1394992999999829 0.1621699000000092 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
47 15 1 1 5.003876 3.530465 8.749527 39 39 3.4736424999999826 0.13846639999999866 0.13967729999998824 0.14929440000000227 0.18182200000001103 0.17793599999998833 0.17754310000000828 0.2427050999999949 0.23780740000000833 0.23805019999997512 0.2933667999999727 0.45955079999998816 0.4683161000000098 1.0323470999999813 1.1044919999999934 0.0 0.0 0.0
48 16 1 3 0.830701 0.57726 1.450775 18 18 0.04778699999999958 0.03437450000001263 0.03486110000000053 0.03888370000001373 0.040013399999992316 0.04198460000000637 0.0473677999999893 0.04651590000000283 0.048163200000004736 0.05120529999999235 0.05459120000000439 0.0595237999999938 0.07119019999998955 0.08560289999999782 0.1077220999999895 0.18074140000001648 0.222950400000002 0.17889880000004155
49 16 1 2 1.319145 0.669254 2.044312 26 26 0.8635126000000071 0.0845707999999945 0.08288490000001048 0.09531580000000872 0.0994523999999899 0.14724690000002738 0.12716159999999377 0.13836449999996603 0.15329219999998145 0.17983800000001793 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
50 16 1 1 5.053154 2.9081 8.173207 39 39 3.5055769999999598 0.13831489999998325 0.15429030000001376 0.16270470000000614 0.1984893999999997 0.20902169999999387 0.1604481999999905 0.16317860000000906 0.1704780000000028 0.3333671000000322 0.3166086999999891 0.2921135999999933 0.37284080000000586 0.9505335000000059 0.8128820000000019 0.0 0.0 0.0
51 17 1 3 0.833105 0.633888 1.510699 18 18 0.04563160000000721 0.038205499999975245 0.0360642999999925 0.03947080000000369 0.040303200000010975 0.042729099999974096 0.04484709999999836 0.04602009999999268 0.0486199000000056 0.05601770000001238 0.053791499999960024 0.06448349999996594 0.06736589999999865 0.08734530000000973 0.10282469999998511 0.1846134000000177 0.27648320000000126 0.17626949999998942
52 17 1 2 1.320877 0.603607 1.98211 26 26 0.8750157999999999 0.08681500000000142 0.08531089999999608 0.0947473999999886 0.09758019999998169 0.11751209999999901 0.11069320000001426 0.11924539999998274 0.1417730000000006 0.17780129999999872 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
53 17 1 1 4.978385 4.294949 9.486097 39 39 3.4508719999999755 0.13856989999999314 0.14253680000001623 0.1519947999999829 0.21145169999996938 0.16397420000001262 0.1901115999999945 0.27781580000001327 0.22367099999996753 0.2657917000000225 0.5382111999999779 0.6905355999999756 0.6557940000000144 1.1420835000000125 1.0084770000000276 0.0 0.0 0.0
54 18 1 3 0.851809 0.690472 1.585095 18 18 0.04535510000005161 0.03485710000001063 0.05357049999997798 0.03949679999999489 0.043499499999995805 0.043155000000069776 0.045507199999974546 0.046085799999957544 0.05198979999994435 0.05226199999998471 0.05531150000001617 0.060759300000086114 0.0705016999999657 0.09097759999997379 0.10819049999992103 0.20020529999999326 0.29051670000001195 0.19224929999995766
55 18 1 2 1.347783 0.670147 2.075532 26 26 0.8617445999999518 0.08660779999996748 0.08900389999996605 0.09528110000002243 0.10310490000006212 0.1598353999999631 0.13418470000004845 0.13468490000002475 0.15764380000001665 0.17907279999997172 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
56 18 1 1 5.07175 3.58469 8.867871 39 39 3.530024000000026 0.1398098000000232 0.1460413000000358 0.16312349999998332 0.1678773999999521 0.18111209999995026 0.2169006999999965 0.2083905999999729 0.19707310000001144 0.2679980999999998 0.2738502000000267 0.46240880000004836 0.3443847999999434 0.8750134000000003 1.463062100000002 0.0 0.0 0.0
57 19 1 3 0.828923 0.646999 1.520142 18 18 0.04536010000003898 0.03490849999997181 0.034436200000016015 0.03922349999999142 0.04049529999997503 0.042661500000008346 0.04475939999997536 0.045282799999995405 0.04749960000003739 0.05101540000003979 0.0564815999999837 0.06223120000004201 0.06295710000000554 0.07744609999997465 0.10933979999998655 0.20898699999997916 0.26780530000002045 0.18815589999996973
58 19 1 2 1.306888 0.585649 1.947655 26 26 0.8520625999999538 0.08984139999995477 0.08421640000000252 0.09638349999994489 0.10979299999996783 0.10100240000002714 0.1075189000000023 0.1202274999999986 0.14856979999996156 0.1660072000000241 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
59 19 1 1 4.978955 2.825885 8.012187 39 39 3.466148999999973 0.13890040000001136 0.1461123999999927 0.16506269999996448 0.16207250000002205 0.1880294000000049 0.1822636000000557 0.1972638000000302 0.21268770000006043 0.21484260000005406 0.2564900000000421 0.35141210000000456 0.3418581999999901 0.7709729000000607 0.99006049999997 0.0 0.0 0.0
